,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
434,Luma Restaurante,transaction,3795,2019-08-22T01:38:51Z,upfront_national,restaurante,3795.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5df22b-e623-4166-a958-59b6b0f8c858,,nuapp://transaction/5d5df22b-e623-4166-a958-59b6b0f8c858,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5df22b-e623-4166-a958-59b6b0f8c858,,,,-23.5466795,-46.641566,,,,,,
435,Pag*Burgercompany,transaction,1580,2019-08-21T18:37:16Z,upfront_national,restaurante,1580.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5d8f5c-d63b-4626-86fa-efe2a4fe536d,,nuapp://transaction/5d5d8f5c-d63b-4626-86fa-efe2a4fe536d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5d8f5c-d63b-4626-86fa-efe2a4fe536d,,,,-23.6581889,-46.6915407,,,,,,
436,Side Walk,transaction,51700,2019-08-19T20:08:52Z,installments_merchant,vestuário,51700.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5b01d4-e9f4-4493-84ce-35b951a59ea7,,nuapp://transaction/5d5b01d4-e9f4-4493-84ce-35b951a59ea7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5b01d4-e9f4-4493-84ce-35b951a59ea7,,6.0,8616.0,-23.6235191,-46.6989195,,,,,,
437,Pao de Acucar Lj,transaction,5137,2019-08-17T19:45:39Z,upfront_national,supermercado,5137.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d585963-e03b-419f-98a7-fdcf1869b1f6,,nuapp://transaction/5d585963-e03b-419f-98a7-fdcf1869b1f6,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d585963-e03b-419f-98a7-fdcf1869b1f6,,,,-23.6556696,-46.691335,,,,,,
438,Sabor Ibira,transaction,3600,2019-08-17T14:48:35Z,upfront_national,restaurante,3600.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5813c4-1f5e-4f7e-af38-8020e541475e,,nuapp://transaction/5d5813c4-1f5e-4f7e-af38-8020e541475e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5813c4-1f5e-4f7e-af38-8020e541475e,,,,-23.5813842,-46.6633816,,,,,,
439,Uber do Brasil Tecnolo,transaction,3212,2019-08-17T04:19:13Z,upfront_national,transporte,3212.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d578042-0a0a-49b0-af07-660f5dba645e,,nuapp://transaction/5d578042-0a0a-49b0-af07-660f5dba645e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d578042-0a0a-49b0-af07-660f5dba645e,,,,-23.632206,-46.6709529,,,,,,
440,Ebanx*Airbnb,transaction,50639,2019-08-14T23:05:52Z,upfront_national,serviços,50639.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5493d2-67d0-486d-941a-3541544069d8,,nuapp://transaction/5d5493d2-67d0-486d-941a-3541544069d8,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5493d2-67d0-486d-941a-3541544069d8,,,,-23.5659115,-46.6529857,,,,,,
441,Starbucks,transaction,1080,2019-08-14T21:09:51Z,upfront_national,supermercado,1080.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5478a1-ed98-4a55-b79a-3aed7b5742ba,,nuapp://transaction/5d5478a1-ed98-4a55-b79a-3aed7b5742ba,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5478a1-ed98-4a55-b79a-3aed7b5742ba,,,,-23.5659152,-46.6529762,,,,,,
442,1pay.Lu*Canva09491294,transaction,3490,2019-08-14T20:43:00Z,upfront_national,serviços,3490.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d547254-ce23-4961-83b8-c66394c8dd1c,,nuapp://transaction/5d547254-ce23-4961-83b8-c66394c8dd1c,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d547254-ce23-4961-83b8-c66394c8dd1c,,,,-23.5659115,-46.6529857,,,,,,
443,Hostel World,transaction,9909,2019-08-13T22:31:20Z,upfront_foreign,viagem,9315.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d533a39-a5d9-4bdc-ad4d-a14e04d9f75e,,nuapp://transaction/5d533a39-a5d9-4bdc-ad4d-a14e04d9f75e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d533a39-a5d9-4bdc-ad4d-a14e04d9f75e,,,,-23.6534506,-46.6902061,USD,2254.0,2254.0,22.54,22.54,4.13265306122449
444,Drogaria Onofre*183444,transaction,1682,2019-08-12T23:03:04Z,upfront_national,saúde,1682.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d51f02a-5c88-44db-8782-3a4e76df129a,,nuapp://transaction/5d51f02a-5c88-44db-8782-3a4e76df129a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d51f02a-5c88-44db-8782-3a4e76df129a,,,,-23.6955195,-46.8320964,,,,,,
445,Americanas.Com,transaction,8498,2019-08-12T17:47:20Z,installments_merchant,eletrônicos,8498.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d51a628-53ae-4ea9-b687-647dd6212331,,nuapp://transaction/5d51a628-53ae-4ea9-b687-647dd6212331,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d51a628-53ae-4ea9-b687-647dd6212331,,4.0,2124.0,-23.6955195,-46.8320964,,,,,,
446,Eb Joey Pecoraro,transaction,9267,2019-08-09T15:20:36Z,upfront_foreign,serviços,8711.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d4d8f44-ba26-4849-b194-6b23b86858b5,,nuapp://transaction/5d4d8f44-ba26-4849-b194-6b23b86858b5,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d4d8f44-ba26-4849-b194-6b23b86858b5,,,,-23.6535735,-46.6901525,USD,2128.0,2128.0,21.28,21.28,4.093515037593985
447,The Financial Times,transaction,435,2019-08-09T11:47:32Z,upfront_foreign,serviços,409.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d4d5d54-308f-4044-95a1-caf5d2d10e72,,nuapp://transaction/5d4d5d54-308f-4044-95a1-caf5d2d10e72,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d4d5d54-308f-4044-95a1-caf5d2d10e72,,,,-23.5653945,-46.7505001,USD,100.0,100.0,1,1,4.09
448,Minuto Pao Lj,transaction,11244,2019-08-05T20:09:07Z,upfront_national,supermercado,11244.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d488ce4-0567-4021-afc1-cf27d12028b5,,nuapp://transaction/5d488ce4-0567-4021-afc1-cf27d12028b5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d488ce4-0567-4021-afc1-cf27d12028b5,,,,-23.6069665,-46.7362482,,,,,,
449,Amazon.Com.Br,transaction,11695,2019-08-04T20:56:43Z,upfront_national,eletrônicos,11695.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d47468b-2969-42b6-86cc-611b81f431f7,,nuapp://transaction/5d47468b-2969-42b6-86cc-611b81f431f7,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d47468b-2969-42b6-86cc-611b81f431f7,,,,-23.6955195,-46.8320964,,,,,,
450,Saraiva Jd Sul,transaction,1861,2019-08-04T19:38:57Z,upfront_national,educação,1861.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d473451-2d9d-4c0b-92ea-5b431def1ca3,,nuapp://transaction/5d473451-2d9d-4c0b-92ea-5b431def1ca3,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d473451-2d9d-4c0b-92ea-5b431def1ca3,,,,-23.6310288,-46.7357635,,,,,,
451,2031 Extra Facil Ri,transaction,3476,2019-08-03T15:34:27Z,,supermercado,3476.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d45a983-e5e1-4da6-a544-0d3f5ae4f382,,nuapp://transaction/5d45a983-e5e1-4da6-a544-0d3f5ae4f382,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d45a983-e5e1-4da6-a544-0d3f5ae4f382,,,,-23.565024,-46.7506367,,,,,,
452,Pag*Emporioriopequeno,transaction,3588,2019-08-02T20:48:22Z,,supermercado,3588.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d44a196-2996-4cb8-86de-cb54d16776b7,,nuapp://transaction/5d44a196-2996-4cb8-86de-cb54d16776b7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d44a196-2996-4cb8-86de-cb54d16776b7,,,,-23.5649601,-46.7506082,,,,,,
453,Jose Geovane da Silva,transaction,3000,2019-07-28T02:31:15Z,,restaurante,,,5d3d08f3-bae0-435c-a9a2-a0f59cd92e01,,nuapp://transaction/5d3d08f3-bae0-435c-a9a2-a0f59cd92e01,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3d08f3-bae0-435c-a9a2-a0f59cd92e01,,,,,,,,,,,
454,Rei das Batidas,transaction,7056,2019-07-27T21:27:10Z,,restaurante,,,5d3cc1ae-7737-4c34-8346-b5c41e726b37,,nuapp://transaction/5d3cc1ae-7737-4c34-8346-b5c41e726b37,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3cc1ae-7737-4c34-8346-b5c41e726b37,,,,-23.5704936,-46.7059817,,,,,,
455,Pag*Juarezcostalages,transaction,1375,2019-07-27T02:05:58Z,,restaurante,,,5d3bb186-fa53-47b4-a262-2adadff71a39,,nuapp://transaction/5d3bb186-fa53-47b4-a262-2adadff71a39,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3bb186-fa53-47b4-a262-2adadff71a39,,,,-23.5690038,-46.6949947,,,,,,
456,Lanchonete Temperinho,transaction,3580,2019-07-26T17:38:28Z,,restaurante,,,5d3b3a95-df01-46b9-861b-991f7f712a49,,nuapp://transaction/5d3b3a95-df01-46b9-861b-991f7f712a49,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3b3a95-df01-46b9-861b-991f7f712a49,,,,-23.5828999,-46.6496644,,,,,,
457,Pag*Novadonnacarolina,transaction,1665,2019-07-26T02:36:00Z,,restaurante,,,5d3a6711-27cf-4adb-8de4-a6520cf1fc0f,,nuapp://transaction/5d3a6711-27cf-4adb-8de4-a6520cf1fc0f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3a6711-27cf-4adb-8de4-a6520cf1fc0f,,,,-23.5680169,-46.6889907,,,,,,
458,Pag*Novadonnacarolina,transaction,800,2019-07-26T00:21:11Z,,restaurante,,,5d3a4778-b93e-4554-a25e-96e32250c3cc,,nuapp://transaction/5d3a4778-b93e-4554-a25e-96e32250c3cc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d3a4778-b93e-4554-a25e-96e32250c3cc,,,,-23.5681667,-46.689229,,,,,,
459,Ebanx Spotify,transaction,2690,2019-07-25T13:07:45Z,,serviços,,,5d39a9a1-0d78-4761-b3c3-3675cdaaac8d,,nuapp://transaction/5d39a9a1-0d78-4761-b3c3-3675cdaaac8d,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d39a9a1-0d78-4761-b3c3-3675cdaaac8d,,,,-23.653489,-46.6902049,,,,,,
460,Livraria da Vila Moema,transaction,8490,2019-07-20T19:27:04Z,,educação,,,5d336b09-6b91-487e-8de8-02be38f637d9,,nuapp://transaction/5d336b09-6b91-487e-8de8-02be38f637d9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d336b09-6b91-487e-8de8-02be38f637d9,,2.0,4245.0,-23.6061083,-46.6564999,,,,,,
461,Clinica*Dicdox Itapec,transaction,6000,2019-07-11T16:38:24Z,,saúde,,,5d276600-d4d9-42c9-899b-fa017510feda,,nuapp://transaction/5d276600-d4d9-42c9-899b-fa017510feda,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d276600-d4d9-42c9-899b-fa017510feda,,,,-23.7186899,-46.8471485,,,,,,
462,Cr Bares e Restaurante,transaction,3569,2019-07-10T01:52:40Z,,restaurante,,,5d2544e8-35d0-4c43-a979-b6cd24f60655,,nuapp://transaction/5d2544e8-35d0-4c43-a979-b6cd24f60655,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d2544e8-35d0-4c43-a979-b6cd24f60655,,,,-23.5897846,-46.6312972,,,,,,
463,99* Pop 05jul 10h54min,transaction,650,2019-07-05T13:54:56Z,,transporte,,,5d1f56b1-976f-4748-89a3-9b95771397aa,,nuapp://transaction/5d1f56b1-976f-4748-89a3-9b95771397aa,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d1f56b1-976f-4748-89a3-9b95771397aa,,,,-23.6581311,-46.6970691,,,,,,
464,Carrefour Express -,transaction,2049,2019-07-03T21:01:44Z,,supermercado,,,5d1d17b8-ec9c-4925-bcfe-e14330e5fb09,,nuapp://transaction/5d1d17b8-ec9c-4925-bcfe-e14330e5fb09,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d1d17b8-ec9c-4925-bcfe-e14330e5fb09,,,,,,,,,,,
465,Pag*Esferoarte,transaction,4000,2019-07-03T20:27:48Z,,casa,,,5d1d0fc5-290f-49c1-a8ee-3dad8fed4cad,,nuapp://transaction/5d1d0fc5-290f-49c1-a8ee-3dad8fed4cad,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d1d0fc5-290f-49c1-a8ee-3dad8fed4cad,,,,,,,,,,,
466,Uber do Brasil Tecnolo,transaction,2324,2019-07-03T17:08:49Z,,transporte,,,5d1ce122-2e16-47ed-ac79-d145cafb369c,,nuapp://transaction/5d1ce122-2e16-47ed-ac79-d145cafb369c,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d1ce122-2e16-47ed-ac79-d145cafb369c,,,,-23.6534361,-46.6902272,,,,,,
467,Ln,transaction,1920,2019-06-30T03:04:46Z,,viagem,,,5d1826ce-bae1-453f-b0bd-4bc69d25ed40,,nuapp://transaction/5d1826ce-bae1-453f-b0bd-4bc69d25ed40,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d1826ce-bae1-453f-b0bd-4bc69d25ed40,,,,-23.6567225,-46.6956369,,,,,,
468,Ln,transaction,4450,2019-06-30T00:08:53Z,,viagem,,,5d17fd95-8c77-4694-85e8-183a51ac922d,,nuapp://transaction/5d17fd95-8c77-4694-85e8-183a51ac922d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d17fd95-8c77-4694-85e8-183a51ac922d,,,,-23.6567233,-46.6956365,,,,,,
469,Bartainer,transaction,3735,2019-06-29T23:50:43Z,,restaurante,,,5d17f956-9c79-4083-81a5-0b57376e6f19,,nuapp://transaction/5d17f956-9c79-4083-81a5-0b57376e6f19,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d17f956-9c79-4083-81a5-0b57376e6f19,,,,-23.6536435,-46.689156,,,,,,
470,Ud**Emycom6245095,transaction,3999,2019-06-28T22:15:01Z,,educação,,,5d169165-2de4-4cdb-a19d-b03c03248152,,nuapp://transaction/5d169165-2de4-4cdb-a19d-b03c03248152,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d169165-2de4-4cdb-a19d-b03c03248152,,,,-23.6535295,-46.6902356,,,,,,
471,99* Pop 27jun 21h23min,transaction,660,2019-06-28T00:23:57Z,,transporte,,,5d155e1d-1ec0-4722-948d-33d5160f13b3,,nuapp://transaction/5d155e1d-1ec0-4722-948d-33d5160f13b3,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d155e1d-1ec0-4722-948d-33d5160f13b3,,,,-23.6559301,-46.6929953,,,,,,
472,Suplicy Cafes Especiai,transaction,1232,2019-06-27T23:05:32Z,,restaurante,,,5d154bbe-b65a-45ba-95bc-8e3e347c5e2d,,nuapp://transaction/5d154bbe-b65a-45ba-95bc-8e3e347c5e2d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d154bbe-b65a-45ba-95bc-8e3e347c5e2d,,,,-23.5606453,-46.6552158,,,,,,
473,Summer,transaction,249,2019-06-27T16:50:29Z,,transporte,,,5d14f3d6-1c6d-426f-8f60-8658de9427ca,,nuapp://transaction/5d14f3d6-1c6d-426f-8f60-8658de9427ca,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d14f3d6-1c6d-426f-8f60-8658de9427ca,,,,-23.6537069,-46.6899269,,,,,,
474,Magic Book Marjori,transaction,1490,2019-06-27T13:42:56Z,,educação,,,5d14c7e2-4268-4ba6-8fd4-12fd56096a41,,nuapp://transaction/5d14c7e2-4268-4ba6-8fd4-12fd56096a41,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d14c7e2-4268-4ba6-8fd4-12fd56096a41,,,,-23.6597344,-46.6920819,,,,,,
475,Pizzaria Europa,transaction,3500,2019-06-26T02:38:43Z,,restaurante,,,5d12dab4-825f-4b2f-ace9-893a1f654a31,,nuapp://transaction/5d12dab4-825f-4b2f-ace9-893a1f654a31,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d12dab4-825f-4b2f-ace9-893a1f654a31,,,,-23.5719138,-46.7050982,,,,,,
476,Ebanx *Spotify,transaction,2690,2019-06-25T13:07:39Z,,outros,,,5d121c9b-1931-430b-a49a-eee55c30deb0,,nuapp://transaction/5d121c9b-1931-430b-a49a-eee55c30deb0,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d121c9b-1931-430b-a49a-eee55c30deb0,,,,-23.6535061,-46.6901697,,,,,,
477,Uber do Brasil Tecnolo,transaction,1645,2019-06-23T15:34:56Z,,transporte,,,5d0f9c21-f97d-4dac-b161-7315eb29a143,,nuapp://transaction/5d0f9c21-f97d-4dac-b161-7315eb29a143,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d0f9c21-f97d-4dac-b161-7315eb29a143,,,,-23.6535255,-46.6902351,,,,,,
478,Olliveta,transaction,1050,2019-06-23T01:13:16Z,,supermercado,,,5d0ed22d-dbff-43d3-8891-6321a63fd24e,,nuapp://transaction/5d0ed22d-dbff-43d3-8891-6321a63fd24e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d0ed22d-dbff-43d3-8891-6321a63fd24e,,,,-23.6535286,-46.6902116,,,,,,
479,Manjar do Marques,transaction,1540,2019-06-20T12:03:33Z,,restaurante,,,5d0b7616-b6fe-418c-a164-128ee62e4ef2,,nuapp://transaction/5d0b7616-b6fe-418c-a164-128ee62e4ef2,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d0b7616-b6fe-418c-a164-128ee62e4ef2,,,,-22.4963557,-47.4216224,,,,,,
480,Iugu*Partyou,transaction,33000,2019-06-19T13:41:34Z,,serviços,,,5d0a3b8f-ad8e-4815-9550-24fefdac5bf8,,nuapp://transaction/5d0a3b8f-ad8e-4815-9550-24fefdac5bf8,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d0a3b8f-ad8e-4815-9550-24fefdac5bf8,,,,-23.5653978,-46.7504593,,,,,,
481,Churrascaria Franboi,transaction,3300,2019-06-13T16:49:01Z,,restaurante,,,5d027e7e-26f3-4013-8ebb-dafdacb0b085,,nuapp://transaction/5d027e7e-26f3-4013-8ebb-dafdacb0b085,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d027e7e-26f3-4013-8ebb-dafdacb0b085,,,,-23.574659,-46.7394183,,,,,,
482,Pag*Cavc,transaction,200,2019-06-12T20:13:32Z,,outros,,,5d015cec-4900-4358-a270-738639df6315,,nuapp://transaction/5d015cec-4900-4358-a270-738639df6315,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d015cec-4900-4358-a270-738639df6315,,,,-23.5570965,-46.7290028,,,,,,
483,99* Pop 10jun 17h41min,transaction,930,2019-06-10T20:41:12Z,,transporte,,,5cfec068-a34f-43d5-8a59-edda4ff47802,,nuapp://transaction/5cfec068-a34f-43d5-8a59-edda4ff47802,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cfec068-a34f-43d5-8a59-edda4ff47802,,,,-23.5562882,-46.7332454,,,,,,
484,99* Pop 10jun 09h31min,transaction,770,2019-06-10T12:31:56Z,,transporte,,,5cfe4dbd-3c29-4bd7-9228-f2ef9bd37119,,nuapp://transaction/5cfe4dbd-3c29-4bd7-9228-f2ef9bd37119,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cfe4dbd-3c29-4bd7-9228-f2ef9bd37119,,,,-23.5694476,-46.7404447,,,,,,
485,2031 Extra Facil Ri,transaction,9816,2019-06-06T19:34:40Z,,supermercado,,,5cf96ad0-101b-4147-afc8-28a49add7826,,nuapp://transaction/5cf96ad0-101b-4147-afc8-28a49add7826,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cf96ad0-101b-4147-afc8-28a49add7826,,,,-23.5650369,-46.7507261,,,,,,
486,Pag*Cavc,transaction,200,2019-06-05T20:20:31Z,,outros,,,5cf82410-5855-4d9c-b9ae-313d22ab8898,,nuapp://transaction/5cf82410-5855-4d9c-b9ae-313d22ab8898,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cf82410-5855-4d9c-b9ae-313d22ab8898,,,,-23.5595847,-46.7265454,,,,,,
487,Gomes Bike,transaction,23000,2019-05-31T18:31:56Z,,transporte,,,5cf1731d-6f18-48b6-a600-46ab33b44cb8,,nuapp://transaction/5cf1731d-6f18-48b6-a600-46ab33b44cb8,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cf1731d-6f18-48b6-a600-46ab33b44cb8,['bike'],,,-23.5632515,-46.7481156,,,,,,
488,99* Pop 29mai 17h55min,transaction,887,2019-05-29T20:55:38Z,,transporte,,,5ceef1ca-9c52-430f-b5ba-abe456b4e2fd,,nuapp://transaction/5ceef1ca-9c52-430f-b5ba-abe456b4e2fd,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ceef1ca-9c52-430f-b5ba-abe456b4e2fd,"['uber', '99']",,,-23.5548789,-46.7328305,,,,,,
489,Rei das Batidas,transaction,5060,2019-05-22T16:35:40Z,,restaurante,,,5ce57a5c-e721-472b-857c-e0dd38c601ea,,nuapp://transaction/5ce57a5c-e721-472b-857c-e0dd38c601ea,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ce57a5c-e721-472b-857c-e0dd38c601ea,,,,-23.5704684,-46.7058416,,,,,,
490,Pao de Acucar Lj,transaction,2100,2019-05-19T01:13:18Z,,supermercado,,,5ce0adae-9d73-4981-9cce-342b45533554,,nuapp://transaction/5ce0adae-9d73-4981-9cce-342b45533554,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ce0adae-9d73-4981-9cce-342b45533554,,,,-23.5862521,-46.7216135,,,,,,
491,Am Pm Patioba,transaction,3390,2019-05-17T02:16:03Z,,supermercado,,,5cde1963-bcd7-474e-b2f7-fabb1eeec69d,,nuapp://transaction/5cde1963-bcd7-474e-b2f7-fabb1eeec69d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cde1963-bcd7-474e-b2f7-fabb1eeec69d,,,,-23.5653771,-46.7503119,,,,,,
492,Agnaldo Rodrigues Soar,transaction,450,2019-05-15T17:31:47Z,,casa,,,5cdc4d03-e2bc-4e10-9f44-f8906c8c95af,,nuapp://transaction/5cdc4d03-e2bc-4e10-9f44-f8906c8c95af,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cdc4d03-e2bc-4e10-9f44-f8906c8c95af,,,,-23.5612398,-46.6563986,,,,,,
493,Pag*Cavc,transaction,400,2019-05-14T22:18:03Z,,outros,,,5cdb3e9b-b844-4413-83e8-f09c7f8d0afd,,nuapp://transaction/5cdb3e9b-b844-4413-83e8-f09c7f8d0afd,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cdb3e9b-b844-4413-83e8-f09c7f8d0afd,,,,-23.5581101,-46.728735,,,,,,
494,Sweden Restaurante,transaction,450,2019-05-14T20:10:12Z,,restaurante,,,5cdb20a5-f456-4f5a-ac93-ef11cdb8faef,,nuapp://transaction/5cdb20a5-f456-4f5a-ac93-ef11cdb8faef,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cdb20a5-f456-4f5a-ac93-ef11cdb8faef,,,,-23.558812,-46.7289058,,,,,,
495,Pag*Cavc,transaction,200,2019-05-13T17:48:25Z,,outros,,,5cd9adea-eedb-4a08-829f-b2e7c1208126,,nuapp://transaction/5cd9adea-eedb-4a08-829f-b2e7c1208126,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd9adea-eedb-4a08-829f-b2e7c1208126,,,,-23.5571661,-46.7290713,,,,,,
496,Lanchonete Cuca Real,transaction,1200,2019-05-11T23:57:39Z,,restaurante,,,5cd76173-b48d-4d8c-aab8-485d9ef691b5,,nuapp://transaction/5cd76173-b48d-4d8c-aab8-485d9ef691b5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd76173-b48d-4d8c-aab8-485d9ef691b5,,,,-23.5675527,-46.6848706,,,,,,
497,Lanchonete do Baianinh,transaction,1470,2019-05-11T23:49:31Z,,restaurante,,,5cd75f8c-80e6-4527-8193-9fa902d20897,,nuapp://transaction/5cd75f8c-80e6-4527-8193-9fa902d20897,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd75f8c-80e6-4527-8193-9fa902d20897,,,,-23.5670755,-46.6864865,,,,,,
498,2031 Extra Facil Ri,transaction,3830,2019-05-10T13:23:21Z,,supermercado,,,5cd57b4a-9077-4d88-9dd5-43c8c46eab07,,nuapp://transaction/5cd57b4a-9077-4d88-9dd5-43c8c46eab07,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd57b4a-9077-4d88-9dd5-43c8c46eab07,,,,-23.5650832,-46.7505429,,,,,,
499,Pag*Cavc,transaction,200,2019-05-09T18:04:51Z,,outros,,,5cd46bc4-9dd8-4ccf-9e04-aa41b72f0fb5,,nuapp://transaction/5cd46bc4-9dd8-4ccf-9e04-aa41b72f0fb5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd46bc4-9dd8-4ccf-9e04-aa41b72f0fb5,,,,-23.5570989,-46.7290082,,,,,,
500,Uber do Brasil Tecnolo,transaction,1572,2019-05-08T02:03:06Z,,transporte,,,5cd238da-be5c-43e6-988d-2d28369b149a,,nuapp://transaction/5cd238da-be5c-43e6-988d-2d28369b149a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd238da-be5c-43e6-988d-2d28369b149a,,,,-23.5639885,-46.7490491,,,,,,
501,Rei das Batidas,transaction,7600,2019-05-07T19:52:15Z,,restaurante,,,5cd1e1f0-0507-488c-8376-d359dcfbfeb0,,nuapp://transaction/5cd1e1f0-0507-488c-8376-d359dcfbfeb0,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cd1e1f0-0507-488c-8376-d359dcfbfeb0,,,,-23.5704966,-46.7060136,,,,,,
502,Seven,transaction,4200,2019-05-05T06:57:09Z,,restaurante,,,5cce8945-ba65-422c-b463-0fa31c94e927,,nuapp://transaction/5cce8945-ba65-422c-b463-0fa31c94e927,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5cce8945-ba65-422c-b463-0fa31c94e927,,,,-25.2824319,-57.5658211,PYG,60000.0,958.0,60000,9.58,4.1210855949895615
